control_id,date,signal_date,ts_code,symbol,name,industry,bucket,side,action,signal_level,shares,price,amount,fee,tax,slippage,slippage_cost,cash_before,cash_after,position_before,position_after,weight_before,weight_after,target_weight,entry_date,entry_reason,exit_reason,holding_days,avg_cost_before,realized_pnl,unrealized_pnl_after_trade,market_regime,execution_mode,fill_price_field,execution_adjustment,execution_reason_code
combined_v2_next_bar,2023-04-13,2023-04-12,000877.sz,000877.sz,天山股份,建筑材料,cyclical_rotation,BUY,BUY_1,BUY_1,600.0,8.82441,5294.646000000001,1.5883938,0.0,0.00441,2.646000000000015,178807.05602360002,173510.82162980002,0.0,600.0,0.0,0.0264908389873657,0.026508,2023-04-13,满足 cyclical BUY_1。,,0.0,0.0,0.0,-44.646000000000186,neutral,next_bar,open,,
combined_v2_next_bar,2023-04-17,2023-04-14,601166.sh,601166.sh,兴业银行,银行,defensive_dividend,BUY,BUY_1,BUY_1,600.0,13.276635,7965.981,2.3897942999999997,0.0,0.0066349999999992,3.980999999999568,173510.82162980002,165542.45083550003,0.0,600.0,0.0,0.0398189902902764,0.039769,2023-04-17,高股息补充触发 BUY_1。,,0.0,0.0,0.0,116.01900000000109,neutral,next_bar,open,,
combined_v2_next_bar,2023-04-25,2023-04-24,600346.sh,600346.sh,恒力石化,石油石化,defensive_dividend,BUY,BUY_1,BUY_1,500.0,14.757375,7378.6875,2.21360625,0.0,0.0073749999999996,3.687499999999844,165542.45083550003,158161.54972925002,0.0,500.0,0.0,0.0368915097645005,0.036848,2023-04-25,高股息补充触发 BUY_1。,,0.0,0.0,0.0,-128.68749999999983,neutral,next_bar,open,,
combined_v2_next_bar,2023-04-28,2023-04-27,601866.sh,601866.sh,中远海发,交通运输,defensive_dividend,BUY,BUY_1,BUY_1,3300.0,2.391195,7890.9435,2.3672830499999997,0.0,0.001195,3.943500000000189,158161.54972925002,150268.23894620003,0.0,3300.0,0.0,0.0393742857311256,0.039355,2023-04-28,高股息补充触发 BUY_1。,,0.0,0.0,0.0,95.05649999999916,neutral,next_bar,open,,
combined_v2_next_bar,2023-05-08,2023-05-05,000651.sz,000651.sz,格力电器,家用电器,defensive_dividend,BUY,BUY_1,BUY_1,200.0,27.99399,5598.798,1.6796394,0.0,0.0139899999999997,2.797999999999945,150268.23894620003,144667.76130680004,0.0,200.0,0.0,0.0277324399583866,0.02757,2023-05-08,高股息补充触发 BUY_1。,,0.0,0.0,0.0,-140.7980000000002,neutral,next_bar,open,,
combined_v2_next_bar,2023-05-22,2023-05-19,600018.sh,600018.sh,上港集团,交通运输,defensive_dividend,BUY,BUY_1,BUY_1,1600.0,4.872434999999999,7795.895999999999,2.3387687999999995,0.0,0.0024349999999992,3.895999999998878,144667.76130680004,136869.52653800003,0.0,1600.0,0.0,0.0389400023711621,0.039,2023-05-22,满足 defensive BUY_1。,,0.0,0.0,0.0,-19.895999999998537,neutral,next_bar,open,,
combined_v2_next_bar,2023-05-25,2023-05-24,600999.sh,600999.sh,招商证券,非银金融,defensive_dividend,BUY,BUY_1,BUY_1,600.0,12.70635,7623.81,2.2871429999999995,0.0,0.0063499999999994,3.809999999999647,136869.52653800003,129243.42939500004,0.0,600.0,0.0,0.0384209374176852,0.038613,2023-05-25,满足 defensive BUY_1。,,0.0,0.0,0.0,68.19000000000095,neutral,next_bar,open,,
combined_v2_next_bar,2023-05-25,2023-05-24,601211.sh,601211.sh,国泰海通,非银金融,defensive_dividend,BUY,BUY_1,BUY_1,600.0,13.0065,7803.9,2.3411699999999995,0.0,0.006499999999999,3.8999999999994377,129243.42939500004,121437.18822500003,0.0,600.0,0.0,0.0393285186165282,0.039369,2023-05-25,高股息补充触发 BUY_1。,,0.0,0.0,0.0,50.10000000000048,neutral,next_bar,open,,
combined_v2_next_bar,2023-05-26,2023-05-25,000877.sz,000877.sz,天山股份,建筑材料,cyclical_rotation,SELL,SELL_ALL,SELL_ALL,600.0,7.806095,4683.657,1.4050971,2.3418285,0.0039049999999996,2.342999999999762,121437.18822500003,126117.09829940004,600.0,0.0,0.0236031938099451,0.0,0.0,2023-04-13,满足 cyclical BUY_1。,trend_stop,28.0,8.82441,-614.7359256000005,0.0,neutral,next_bar,open,,
combined_v2_next_bar,2023-05-26,2023-05-25,601166.sh,601166.sh,兴业银行,银行,defensive_dividend,BUY,BUY_2,BUY_2,600.0,12.856425,7713.855,2.3141564999999997,0.0,0.0064250000000001,3.855000000000075,126117.09829940004,118400.92914290006,600.0,1200.0,0.0388738147534745,0.0777476295069491,0.077527,2023-04-17,满足 defensive BUY_2。,,26.0,13.276635,0.0,-163.83600000000058,neutral,next_bar,open,,
combined_v2_next_bar,2023-06-01,2023-05-31,002032.sz,002032.sz,苏 泊 尔,家用电器,defensive_dividend,BUY,BUY_1,BUY_1,200.0,39.009495,7801.899,2.3405697,0.0,0.0194949999999991,3.8989999999998304,118400.92914290006,110596.68957320006,0.0,200.0,0.0,0.0393502823867033,0.039542,2023-06-01,高股息补充触发 BUY_1。,,0.0,0.0,0.0,-3.8989999999998304,neutral,next_bar,open,,
combined_v2_next_bar,2023-08-02,2023-08-01,600803.sh,600803.sh,新奥股份,公用事业,defensive_dividend,BUY,BUY_1,BUY_1,400.0,16.598295,6639.318,1.9917954,0.0,0.0082950000000003,3.318000000000154,110596.68957320006,103955.37977780006,0.0,400.0,0.0,0.0320742030478031,0.032271,2023-08-02,高股息补充触发 BUY_1。,,0.0,0.0,0.0,32.68199999999979,risk_on,next_bar,open,,
combined_v2_next_bar,2023-09-04,2023-09-01,600346.sh,600346.sh,恒力石化,石油石化,cyclical_rotation,SELL,SELL_ALL,SELL_ALL,500.0,13.543225,6771.612500000001,2.03148375,3.385806250000001,0.0067749999999993,3.3874999999996547,103955.37977780006,110721.57498780006,500.0,0.0,0.0336666039275281,0.0,0.0,2023-04-25,高股息补充触发 BUY_1。,valuation_reversion_exit,89.0,14.757375,-612.4922899999989,0.0,risk_off,next_bar,open,,
combined_v2_next_bar,2023-10-20,2023-10-19,600803.sh,600803.sh,新奥股份,公用事业,defensive_dividend,SELL,SELL_ALL,SELL_ALL,400.0,14.43278,5773.112,1.7319336,2.886556,0.0072199999999984,2.88799999999938,110721.57498780006,116490.06849820008,400.0,0.0,0.0292572301996207,0.0,0.0,2023-08-02,高股息补充触发 BUY_1。,trend_stop,51.0,16.598295,-870.8244896000002,0.0,risk_off,next_bar,open,,
combined_v2_next_bar,2023-10-24,2023-10-23,601866.sh,601866.sh,中远海发,交通运输,defensive_dividend,SELL,SELL_ALL,SELL_ALL,3300.0,2.0789600000000004,6860.568000000001,2.0581704000000003,3.4302840000000008,0.0010399999999997,3.431999999999036,116490.06849820008,123345.14804380009,3300.0,0.0,0.0349766532455872,0.0,0.0,2023-04-28,高股息补充触发 BUY_1。,trend_stop,116.0,2.391195,-1035.863954399999,0.0,risk_off,next_bar,open,,
combined_v2_next_bar,2023-10-24,2023-10-23,601601.sh,601601.sh,中国太保,非银金融,defensive_dividend,BUY,BUY_1,BUY_1,200.0,26.593289999999996,5318.657999999999,1.5955973999999995,0.0,0.0132899999999978,2.6579999999995607,123345.14804380009,118024.89444640008,0.0,200.0,0.0,0.0271156639796979,0.026898,2023-10-24,满足 defensive BUY_1。,,0.0,0.0,0.0,-38.657999999999504,risk_off,next_bar,open,,
combined_v2_next_bar,2023-11-09,2023-11-08,601601.sh,601601.sh,中国太保,非银金融,defensive_dividend,SELL,SELL_ALL,SELL_ALL,200.0,23.12843,4625.686000000001,1.3877058,2.3128430000000004,0.0115699999999989,2.313999999999794,118024.89444640008,122646.87989760008,200.0,0.0,0.0234844669127473,0.0,0.0,2023-10-24,满足 defensive BUY_1。,trend_stop,12.0,26.593289999999996,-696.6725487999989,0.0,risk_off,next_bar,open,,
combined_v2_next_bar,2023-11-29,2023-11-28,600036.sh,600036.sh,招商银行,银行,defensive_dividend,SELL,SELL_ALL,SELL_ALL,200.0,24.20789,4841.5779999999995,1.4524733999999997,2.4207889999999996,0.0121099999999998,2.4219999999999686,122646.87989760008,127484.58463520008,200.0,0.0,0.0247589145104554,0.0,0.0,2023-04-04,高股息补充触发 BUY_1。,trend_stop,159.0,27.67383,-697.0612624000001,0.0,risk_off,next_bar,open,,
combined_v2_next_bar,2023-11-29,2023-11-28,601018.sh,601018.sh,宁波港,交通运输,cyclical_rotation,BUY,BUY_1,BUY_1,1700.0,3.36168,5714.856,1.7144567999999998,0.0,0.0016799999999999,2.8559999999998364,127484.58463520008,121768.01417840007,0.0,1700.0,0.0,0.0292246930945991,0.029384,2023-11-29,满足 cyclical BUY_1。,,0.0,0.0,0.0,-2.8559999999998364,risk_off,next_bar,open,,
combined_v2_next_bar,2023-12-08,2023-12-07,601166.sh,601166.sh,兴业银行,银行,defensive_dividend,SELL,SELL_ALL,SELL_ALL,1200.0,11.43428,13721.136,4.116340799999999,6.860568,0.0057200000000001,6.864000000000203,121768.01417840007,135478.17326960008,1200.0,0.0,0.0707081828030027,0.0,0.0,2023-04-17,高股息补充触发 BUY_1。,trend_stop,158.0,13.06653,-1969.6769088000008,0.0,risk_off,next_bar,open,,
combined_v2_next_bar,2023-12-19,2023-12-18,601318.sh,601318.sh,中国平安,非银金融,defensive_dividend,SELL,SELL_ALL,SELL_ALL,200.0,33.60319,6720.638,2.0161914,3.360319,0.0168099999999995,3.3619999999999095,135478.17326960008,142193.43475920008,200.0,0.0,0.0346197695397671,0.0,0.0,2023-04-04,高股息补充触发 BUY_1。,trend_stop,173.0,38.329155,-950.5695104000002,0.0,risk_off,next_bar,open,,
combined_v2_next_bar,2023-12-21,2023-12-20,000651.sz,000651.sz,格力电器,家用电器,defensive_dividend,SELL,SELL_ALL,SELL_ALL,200.0,24.76761,4953.522,1.4860566,2.476761,0.0123899999999999,2.47799999999998,142193.43475920008,147142.99394160009,200.0,0.0,0.0256560222806192,0.0,0.0,2023-05-08,高股息补充触发 BUY_1。,trend_stop,155.0,27.99399,-649.2388175999998,0.0,risk_off,next_bar,open,,
combined_v2_next_bar,2023-12-28,2023-12-27,601018.sh,601018.sh,宁波港,交通运输,cyclical_rotation,BUY,BUY_2,BUY_2,1700.0,3.371685,5731.8645,1.7195593499999997,0.0,0.0016849999999997,2.8644999999995147,147142.99394160009,141409.4098822501,1700.0,3400.0,0.0296493139923412,0.0592986279846825,0.059445,2023-11-29,满足 cyclical BUY_2。,,21.0,3.36168,0.0,-90.72050000000056,risk_off,next_bar,open,,
combined_v2_next_bar,2024-01-03,2024-01-02,000932.sz,000932.sz,华菱钢铁,钢铁,cyclical_rotation,BUY,BUY_1,BUY_1,1100.0,4.952475,5447.7225,1.6343167499999998,0.0,0.0024749999999995,2.722499999999517,141409.4098822501,135960.0530655001,0.0,1100.0,0.0,0.0282185861660592,0.028261,2024-01-03,满足 cyclical BUY_1。,,0.0,0.0,0.0,206.27749999999995,risk_off,next_bar,open,,
combined_v2_next_bar,2024-05-07,2024-05-06,601021.sh,601021.sh,春秋航空,交通运输,cyclical_rotation,BUY,BUY_1,BUY_1,100.0,55.537755,5553.7755,1.6661326499999998,0.0,0.027754999999999,2.7754999999999086,135960.0530655001,130404.6114328501,0.0,100.0,0.0,0.0281078507219205,0.028099,2024-05-07,满足 cyclical BUY_1。,,0.0,0.0,0.0,-172.77549999999948,risk_on,next_bar,open,,
combined_v2_next_bar,2024-06-14,2024-06-13,601021.sh,601021.sh,春秋航空,交通运输,cyclical_rotation,BUY,BUY_2,BUY_2,100.0,54.74735999999999,5474.735999999999,1.6424207999999996,0.0,0.0273599999999945,2.73599999999945,130404.6114328501,124928.2330120501,100.0,200.0,0.0279624844363211,0.0559249688726422,0.056152,2024-05-07,满足 cyclical BUY_2。,,27.0,55.537755,0.0,-22.51149999999882,neutral,next_bar,open,,
combined_v2_next_bar,2024-06-24,2024-06-21,000932.sz,000932.sz,华菱钢铁,钢铁,cyclical_rotation,SELL,SELL_ALL,SELL_ALL,1100.0,4.31784,4749.624000000001,1.4248872,2.3748120000000004,0.0021599999999999,2.3759999999999337,124928.2330120501,129674.0573128501,1100.0,0.0,0.0242993218049718,0.0,0.0,2024-01-03,满足 cyclical BUY_1。,trend_stop,111.0,4.952475,-701.8981991999991,0.0,neutral,next_bar,open,,
combined_v2_next_bar,2024-07-26,2024-07-25,600989.sh,600989.sh,宝丰能源,基础化工,cyclical_rotation,BUY,BUY_1,BUY_1,400.0,14.517255,5806.901999999999,1.7420705999999997,0.0,0.0072549999999989,2.9019999999995605,129674.0573128501,123865.4132422501,0.0,400.0,0.0,0.0294627425195529,0.029144,2024-07-26,满足 cyclical BUY_1。,,0.0,0.0,0.0,21.09800000000064,neutral,next_bar,open,,
combined_v2_next_bar,2024-07-31,2024-07-30,300628.sz,300628.sz,亿联网络,通信,defensive_dividend,BUY,BUY_1,BUY_1,200.0,31.005494999999996,6201.098999999999,1.8603296999999996,0.0,0.0154949999999978,3.098999999999563,123865.4132422501,117662.4539125501,0.0,200.0,0.0,0.0315046206184985,0.031296,2024-07-31,高股息补充触发 BUY_1。,,0.0,0.0,0.0,52.901000000000664,neutral,next_bar,open,,
combined_v2_next_bar,2024-08-01,2024-07-31,600233.sh,600233.sh,圆通速递,交通运输,cyclical_rotation,BUY,BUY_1,BUY_1,400.0,13.856925,5542.7699999999995,1.6628309999999995,0.0,0.0069249999999989,2.769999999999584,117662.4539125501,112118.0210815501,0.0,400.0,0.0,0.0280374790629638,0.028287,2024-08-01,满足 cyclical BUY_1。,,0.0,0.0,0.0,-74.76999999999947,neutral,next_bar,open,,
combined_v2_next_bar,2024-08-22,2024-08-21,601021.sh,601021.sh,春秋航空,交通运输,cyclical_rotation,SELL,SELL_ALL,SELL_ALL,200.0,48.19589,9639.178,2.8917534,4.819589,0.0241100000000002,4.82200000000006,112118.0210815501,121749.4877391501,200.0,0.0,0.0487016515174774,0.0,0.0,2024-05-07,满足 cyclical BUY_1。,trend_stop,76.0,55.142557499999995,-1397.0448423999987,0.0,risk_off,next_bar,open,,
combined_v2_next_bar,2024-09-09,2024-09-06,300628.sz,300628.sz,亿联网络,通信,defensive_dividend,BUY,BUY_2,BUY_2,200.0,30.11505,6023.01,1.806903,0.0,0.0150499999999986,3.009999999999735,121749.4877391501,115724.67083615012,200.0,400.0,0.0319713908406684,0.0639427816813368,0.064123,2024-07-31,满足 defensive BUY_2。,,28.0,31.005494999999996,0.0,95.8910000000003,risk_off,next_bar,open,,
combined_v2_next_bar,2024-09-25,2024-09-24,600036.sh,600036.sh,招商银行,银行,defensive_dividend,BUY,BUY_1,BUY_1,200.0,30.85542,6171.084,1.8513252,0.0,0.0154199999999988,3.083999999999776,115724.67083615012,109551.73551095012,0.0,200.0,0.0,0.0322278980810777,0.03146,2024-09-25,高股息补充触发 BUY_1。,,0.0,0.0,0.0,56.916000000000366,neutral,next_bar,open,,
combined_v2_next_bar,2024-09-25,2024-09-24,601838.sh,601838.sh,成都银行,银行,defensive_dividend,BUY,BUY_1,BUY_1,500.0,13.416705,6708.352499999999,2.012505749999999,0.0,0.0067049999999984,3.3524999999992033,109551.73551095012,102841.3705052001,0.0,500.0,0.0,0.0350337316202376,0.034651,2024-09-25,高股息补充触发 BUY_1。,,0.0,0.0,0.0,111.647500000001,neutral,next_bar,open,,
combined_v2_next_bar,2024-09-26,2024-09-25,600803.sh,600803.sh,新奥股份,公用事业,defensive_dividend,BUY,BUY_1,BUY_1,400.0,17.188589999999998,6875.435999999999,2.0626307999999995,0.0,0.0085899999999981,3.4359999999992397,102841.3705052001,95963.87187440012,0.0,400.0,0.0,0.0356374317547373,0.035703,2024-09-26,满足 defensive BUY_1。,,0.0,0.0,0.0,52.56400000000099,neutral,next_bar,open,,
combined_v2_next_bar,2024-09-27,2024-09-26,000786.sz,000786.sz,北新建材,建筑材料,cyclical_rotation,BUY,BUY_1,BUY_1,200.0,28.824405,5764.880999999999,1.7294642999999996,0.0,0.014405,2.881,95963.87187440012,90197.26141010012,0.0,200.0,0.0,0.0295286830066087,0.028981,2024-09-27,满足 cyclical BUY_1。,,0.0,0.0,0.0,313.11900000000037,risk_on,next_bar,open,,
combined_v2_next_bar,2024-09-30,2024-09-27,600176.sh,600176.sh,中国巨石,建筑材料,cyclical_rotation,BUY,BUY_1,BUY_1,500.0,10.915455,5457.7275,1.63731825,0.0,0.0054549999999995,2.727499999999772,90197.26141010012,84737.8965918501,0.0,500.0,0.0,0.0275932307011951,0.02624,2024-09-30,满足 cyclical BUY_1。,,0.0,0.0,0.0,217.2725,risk_on,next_bar,open,,
combined_v2_next_bar,2024-10-08,2024-09-30,300628.sz,300628.sz,亿联网络,通信,defensive_dividend,SELL,REDUCE,SELL_HALF,200.0,48.87555,9775.11,2.932533,4.887555000000001,0.0244499999999945,4.889999999998906,84737.8965918501,94505.18650385011,400.0,200.0,0.0946609424764218,0.0473304712382109,0.0392,2024-07-31,高股息补充触发 BUY_1。,soft_trim,42.0,30.5602725,3655.235412000001,3003.9455,risk_on,next_bar,open,,
combined_v2_next_bar,2024-10-10,2024-10-09,002532.sz,002532.sz,天山铝业,有色金属,cyclical_rotation,BUY,BUY_1,BUY_1,800.0,7.133565,5706.852,1.7120555999999998,0.0,0.003565,2.8520000000000323,94505.18650385011,88796.62244825011,0.0,800.0,0.0,0.027860157508938,0.027221,2024-10-10,满足 cyclical BUY_1。,,0.0,0.0,0.0,189.14800000000017,risk_on,next_bar,open,,
combined_v2_next_bar,2024-10-14,2024-10-11,601211.sh,601211.sh,国泰海通,非银金融,defensive_dividend,SELL,SELL_ALL,SELL_ALL,600.0,18.980505,11388.303,3.4164909,5.6941515,0.0094949999999975,5.696999999998553,88796.62244825011,100175.81480585012,600.0,0.0,0.0528065943180365,0.0,0.0,2023-05-25,高股息补充触发 BUY_1。,valuation_reversion_exit,334.0,13.0065,3575.2923576000003,0.0,risk_on,next_bar,open,,
combined_v2_next_bar,2024-12-26,2024-12-25,601838.sh,601838.sh,成都银行,银行,defensive_dividend,SELL,SELL_ALL,SELL_ALL,500.0,15.95202,7976.01,2.392803,3.988005,0.0079799999999998,3.989999999999938,100175.81480585012,108145.44399785012,500.0,0.0,0.0368228656742887,0.0,0.0,2024-09-25,高股息补充触发 BUY_1。,valuation_reversion_exit,61.0,13.416705,1261.2766920000013,0.0,risk_on,next_bar,open,,
combined_v2_next_bar,2025-01-14,2025-01-13,000001.sz,000001.sz,平安银行,银行,defensive_dividend,BUY,BUY_1,BUY_1,800.0,10.6053,8484.24,2.545272,0.0,0.0053,4.240000000000066,108145.44399785012,99658.65872585012,0.0,800.0,0.0,0.0400046314286977,0.039985,2025-01-14,高股息补充触发 BUY_1。,,0.0,0.0,0.0,139.7599999999997,risk_on,next_bar,open,,
combined_v2_next_bar,2025-01-15,2025-01-14,603799.sh,603799.sh,华友钴业,有色金属,cyclical_rotation,BUY,BUY_1,BUY_1,200.0,28.944464999999997,5788.892999999999,1.7366678999999996,0.0,0.0144649999999977,2.892999999999546,99658.65872585012,93868.02905795012,0.0,200.0,0.0,0.0269925451563108,0.027194,2025-01-15,满足 cyclical BUY_1。,,0.0,0.0,0.0,3.107000000001392,risk_on,next_bar,open,,
combined_v2_next_bar,2025-02-26,2025-02-25,600926.sh,600926.sh,杭州银行,银行,defensive_dividend,BUY,BUY_1,BUY_1,600.0,13.46673,8080.038,2.4240114,0.0,0.0067299999999992,4.037999999999542,93868.02905795012,85785.56704655013,0.0,600.0,0.0,0.0378500381785009,0.037859,2025-02-26,高股息补充触发 BUY_1。,,0.0,0.0,0.0,103.96200000000027,risk_on,next_bar,open,,
combined_v2_next_bar,2025-03-19,2025-03-18,600027.sh,600027.sh,华电国际,公用事业,defensive_dividend,BUY,BUY_1,BUY_1,1700.0,5.102549999999999,8674.335,2.6023004999999997,0.0,0.0025499999999993,4.334999999998956,85785.56704655013,77108.62974605014,0.0,1700.0,0.0,0.0394329955979556,0.039413,2025-03-19,高股息补充触发 BUY_1。,,0.0,0.0,0.0,46.66499999999996,risk_on,next_bar,open,,
combined_v2_next_bar,2025-03-28,2025-03-27,600011.sh,600011.sh,华能国际,公用事业,defensive_dividend,BUY,BUY_1,BUY_1,1300.0,6.573285,8545.2705,2.56358115,0.0,0.0032849999999999,4.270499999999977,77108.62974605014,68560.79566490014,0.0,1300.0,0.0,0.0390839922017686,0.039124,2025-03-28,满足 defensive BUY_1。,,0.0,0.0,0.0,-69.27050000000091,risk_on,next_bar,open,,
combined_v2_next_bar,2025-04-08,2025-04-07,600233.sh,600233.sh,圆通速递,交通运输,cyclical_rotation,SELL,SELL_ALL,SELL_ALL,400.0,11.964015000000002,4785.606000000001,1.4356818,2.392803,0.005984999999999,2.3939999999996076,68560.79566490014,73342.57318010014,400.0,0.0,0.0229688733170165,0.0,0.0,2024-08-01,满足 cyclical BUY_1。,trend_stop,163.0,13.856925,-760.9924847999988,0.0,neutral,next_bar,open,,
combined_v2_next_bar,2025-04-08,2025-04-07,600426.sh,600426.sh,华鲁恒升,基础化工,cyclical_rotation,BUY,BUY_1,BUY_1,300.0,20.050019999999996,6015.0059999999985,1.8045017999999995,0.0,0.0100199999999972,3.005999999999176,73342.57318010014,67325.76267830015,0.0,300.0,0.0,0.0288694704108725,0.028769,2025-04-08,满足 cyclical BUY_1。,,0.0,0.0,0.0,224.99400000000128,neutral,next_bar,open,,
combined_v2_next_bar,2025-04-09,2025-04-08,002532.sz,002532.sz,天山铝业,有色金属,cyclical_rotation,SELL,SELL_ALL,SELL_ALL,800.0,6.406795000000001,5125.436000000001,1.5376308,2.5627180000000003,0.0032049999999994,2.563999999999566,67325.76267830015,72447.09832950015,800.0,0.0,0.0242760062956969,0.0,0.0,2024-10-10,满足 cyclical BUY_1。,cycle_peak_trap_trend_break,121.0,7.133565,-585.5163487999993,0.0,neutral,next_bar,open,,
combined_v2_next_bar,2025-04-09,2025-04-08,000708.sz,000708.sz,中信特钢,钢铁,cyclical_rotation,BUY,BUY_1,BUY_1,500.0,11.06553,5532.765,1.6598294999999998,0.0,0.0055300000000002,2.7650000000001285,72447.09832950015,66912.67350000015,0.0,500.0,0.0,0.0262052707267462,0.026476,2025-04-09,满足 cyclical BUY_1。,,0.0,0.0,0.0,-237.76500000000044,neutral,next_bar,open,,
combined_v2_next_bar,2025-04-11,2025-04-10,601688.sh,601688.sh,华泰证券,非银金融,defensive_dividend,BUY,BUY_1,BUY_1,500.0,15.057525,7528.7625,2.2586287499999997,0.0,0.0075249999999993,3.762499999999669,66912.67350000015,59381.65237125015,0.0,500.0,0.0,0.0354871395279444,0.035399,2025-04-11,满足 defensive BUY_1。,,0.0,0.0,0.0,-33.76249999999992,risk_on,next_bar,open,,
combined_v2_next_bar,2025-04-23,2025-04-22,601601.sh,601601.sh,中国太保,非银金融,defensive_dividend,BUY,BUY_1,BUY_1,200.0,30.065025,6013.005,1.8039015,0.0,0.0150249999999978,3.004999999999569,59381.65237125015,53366.84346975015,0.0,200.0,0.0,0.0281375135418582,0.027974,2025-04-23,满足 defensive BUY_1。,,0.0,0.0,0.0,-49.005000000000365,risk_on,next_bar,open,,
